kind,etag,id,channel_id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage
youtube#video,RAdYNwN2yGLEjx2sEunLcaSn4f8,AJCpdTfohpk,UCgx_iANJu2vdqaVldHn94vg,2023-08-16T16:30:02Z,UCgx_iANJu2vdqaVldHn94vg,"I Attempted to Play ""VICTORY"" By Two Steps From Hell (Patrik Pietschmann)","I originally started learning this piece almost a year ago, but due to some breaks from YouTube and other commitments I have only just started learning it again now. Thank you so much for all of your patience, your support means a lot to me. This is how much I have learned so far of Victory by Two Steps From Hell, which is one of my favourite piano arrangements from Patrik Pietschmann.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #victory #twostepsfromhell",https://i.ytimg.com/vi/AJCpdTfohpk/default.jpg,120,90,https://i.ytimg.com/vi/AJCpdTfohpk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AJCpdTfohpk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AJCpdTfohpk/sddefault.jpg,640,480,https://i.ytimg.com/vi/AJCpdTfohpk/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,"I Attempted to Play ""VICTORY"" By Two Steps From Hell (Patrik Pietschmann)","I originally started learning this piece almost a year ago, but due to some breaks from YouTube and other commitments I have only just started learning it again now. Thank you so much for all of your patience, your support means a lot to me. This is how much I have learned so far of Victory by Two Steps From Hell, which is one of my favourite piano arrangements from Patrik Pietschmann.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)



#patrikpietschmann #victory #twostepsfromhell",en-GB,1961,67,0,24,"['How to play victory on piano', 'how to play victory', 'victory theme on piano', 'piano cover', 'patrik', 'patrik pietschmann', 'pietschmann cover', 'hardest piano cover', 'hard piano', 'complicated piano piece', 'piano progress', 'impossible piano', 'victory piano easy', 'peter buka', 'victory', 'main theme', 'piano version', 'two steps from hell', 'victory two steps', 'victory two steps from hell', 'twostepsfromhell', 'piano']",
youtube#video,ARQzI96hMrvGAmnwQT9wEFvb7SE,bLtSWyXCg10,UCgx_iANJu2vdqaVldHn94vg,2023-08-14T16:26:26Z,UCgx_iANJu2vdqaVldHn94vg,This is so clean... (Victory) 🎹🔥,,https://i.ytimg.com/vi/bLtSWyXCg10/default.jpg,120,90,https://i.ytimg.com/vi/bLtSWyXCg10/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bLtSWyXCg10/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bLtSWyXCg10/sddefault.jpg,640,480,https://i.ytimg.com/vi/bLtSWyXCg10/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,This is so clean... (Victory) 🎹🔥,,en-GB,554,39,0,17,,
youtube#video,JxVFYhwBCI79KNLmZMEXCsY4XrA,zroFzvo7zkU,UCgx_iANJu2vdqaVldHn94vg,2023-07-21T17:30:12Z,UCgx_iANJu2vdqaVldHn94vg,I Attempted To Play FLIGHT OF THE SILVERBIRD By 2SFH (Patrik Pietschmann),"This is ""Flight of the Silverbird"" from Two Steps From Hell (Thomas Bergersen) This was recommended from the comment section! any other suggestions leave down below!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)


#patrikpietschmann #thomasbergersen #twostepsfromhell",https://i.ytimg.com/vi/zroFzvo7zkU/default.jpg,120,90,https://i.ytimg.com/vi/zroFzvo7zkU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zroFzvo7zkU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/zroFzvo7zkU/sddefault.jpg,640,480,https://i.ytimg.com/vi/zroFzvo7zkU/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,I Attempted To Play FLIGHT OF THE SILVERBIRD By 2SFH (Patrik Pietschmann),"This is ""Flight of the Silverbird"" from Two Steps From Hell (Thomas Bergersen) This was recommended from the comment section! any other suggestions leave down below!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)


#patrikpietschmann #thomasbergersen #twostepsfromhell",en-GB,896,42,0,7,"['tdunc piano', 'piano', 'piano cover', 'flight of the silverbird', 'two steps from hell', 'thomas bergersen', 'piano version', 'patrik pietschmann', '7 days', 'challenge']",
youtube#video,WPZRy22ss4ilW_vULMazEJ9K2WQ,FQ3CZ8lhfLY,UCgx_iANJu2vdqaVldHn94vg,2023-07-21T12:25:46Z,UCgx_iANJu2vdqaVldHn94vg,Flight of the Silverbird | arr. Pietschmann (INSANE) 🔥🎹#shorts,,https://i.ytimg.com/vi/FQ3CZ8lhfLY/default.jpg,120,90,https://i.ytimg.com/vi/FQ3CZ8lhfLY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FQ3CZ8lhfLY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FQ3CZ8lhfLY/sddefault.jpg,640,480,https://i.ytimg.com/vi/FQ3CZ8lhfLY/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Flight of the Silverbird | arr. Pietschmann (INSANE) 🔥🎹#shorts,,en-GB,741,35,0,10,,
youtube#video,QePXJyBnaDtqfUyAkMNOKN4HIAE,f8C6pB1-VFk,UCgx_iANJu2vdqaVldHn94vg,2023-07-18T18:28:08Z,UCgx_iANJu2vdqaVldHn94vg,I Attempted To Play Patrik Pietschmann's HARDEST Piano Cover...,"I have been working on this cover for the last year and I wanted to keep you guys posted on my progress since it was been a while since I have played this peice. I will be learning some new songs before the end of the year! leave some suggestions in the comment section.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

#overwatch #patrikpietschmann #pianocover",https://i.ytimg.com/vi/f8C6pB1-VFk/default.jpg,120,90,https://i.ytimg.com/vi/f8C6pB1-VFk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/f8C6pB1-VFk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/f8C6pB1-VFk/sddefault.jpg,640,480,https://i.ytimg.com/vi/f8C6pB1-VFk/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,I Attempted To Play Patrik Pietschmann's HARDEST Piano Cover...,"I have been working on this cover for the last year and I wanted to keep you guys posted on my progress since it was been a while since I have played this peice. I will be learning some new songs before the end of the year! leave some suggestions in the comment section.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

#overwatch #patrikpietschmann #pianocover",en-GB,651,24,0,7,"['tdunc piano', 'piano', 'piano cover', 'overwatch', 'main theme', 'medley', 'soundtrack', 'piano version', 'patrik pietschmann', 'victory', 'overture', 'hardest piano cover', 'hard piano']",
youtube#video,gUhIr5BV0jCPkxvtMqvM-9rqPl4,Cv6xhsTdjlc,UCgx_iANJu2vdqaVldHn94vg,2023-07-17T13:45:00Z,UCgx_iANJu2vdqaVldHn94vg,On My Way - Alan Walker | Arr. Peter Buka (FULL COVER),"This is Peter Buka's arrangement of On my Way by Alan Walker. Arguably one of the hardest piano covers hes posted... Let me know what you think in the comments! It's been challenging to learn but worth it!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #onmyway  #alanwalker",https://i.ytimg.com/vi/Cv6xhsTdjlc/default.jpg,120,90,https://i.ytimg.com/vi/Cv6xhsTdjlc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Cv6xhsTdjlc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Cv6xhsTdjlc/sddefault.jpg,640,480,https://i.ytimg.com/vi/Cv6xhsTdjlc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,On My Way - Alan Walker | Arr. Peter Buka (FULL COVER),"This is Peter Buka's arrangement of On my Way by Alan Walker. Arguably one of the hardest piano covers hes posted... Let me know what you think in the comments! It's been challenging to learn but worth it!

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #onmyway  #alanwalker",en-GB,1048,38,0,7,"['tdunc piano', 'piano', 'piano cover', 'on my way', 'alan walker', 'peter buka', 'buka', 'we did it', 'hard piano', 'insane', 'piano cover of on my way', 'walker']",
youtube#video,2pfpNc-rGMEwwNgJnhuPm9PgfpA,Zmf1EqMvVfc,UCgx_iANJu2vdqaVldHn94vg,2023-07-14T17:15:00Z,UCgx_iANJu2vdqaVldHn94vg,Peter Buka's MOST TECHNICAL Piano Cover?! | CRAZY FINAL ENDING,"This is the ending of Peter Buka's arrangement of The Spectre by Alan Walker. Arguably one of the hardest piano covers hes posted... I've done this peice before but I thought I'd do an updated version since I have improved a lot recently.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #piano #alanwalker",https://i.ytimg.com/vi/Zmf1EqMvVfc/default.jpg,120,90,https://i.ytimg.com/vi/Zmf1EqMvVfc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Zmf1EqMvVfc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Zmf1EqMvVfc/sddefault.jpg,640,480,https://i.ytimg.com/vi/Zmf1EqMvVfc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Peter Buka's MOST TECHNICAL Piano Cover?! | CRAZY FINAL ENDING,"This is the ending of Peter Buka's arrangement of The Spectre by Alan Walker. Arguably one of the hardest piano covers hes posted... I've done this peice before but I thought I'd do an updated version since I have improved a lot recently.

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #piano #alanwalker",en-GB,4136,81,0,10,"['tdunc piano', 'piano', 'piano cover', 'peter buka', 'piano music', 'alan walker', 'THE SPECTRE', 'the spectre alan walker', 'walker', 'peter buka spectre', 'hard piano', 'insane piano', 'peter buka piano cover']",
youtube#video,OeY0-clz93jYjh6wsCd7N8mTuTo,_aGnqcB6WE8,UCgx_iANJu2vdqaVldHn94vg,2023-07-13T18:30:27Z,UCgx_iANJu2vdqaVldHn94vg,Peter Buka's HARDEST Piano Cover | CRAZY FINAL ENDING,"This is the ending of Peter Buka's arrangement of On my Way by Alan Walker. Arguably one of the hardest piano covers hes posted...

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #piano",https://i.ytimg.com/vi/_aGnqcB6WE8/default.jpg,120,90,https://i.ytimg.com/vi/_aGnqcB6WE8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_aGnqcB6WE8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_aGnqcB6WE8/sddefault.jpg,640,480,https://i.ytimg.com/vi/_aGnqcB6WE8/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Peter Buka's HARDEST Piano Cover | CRAZY FINAL ENDING,"This is the ending of Peter Buka's arrangement of On my Way by Alan Walker. Arguably one of the hardest piano covers hes posted...

If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thanks for the support :)    #Peterbuka #piano",en-GB,9374,176,0,13,"['tdunc piano', 'piano', 'piano cover', 'piano music', 'on my way', 'alan walker', 'alan', 'walker', 'peter buka on my way', 'epic piano', 'hard piano cover']",
youtube#video,RK_GXTcphQ8zJsucelaX7E7SZg0,ZrpKJIu9g7E,UCgx_iANJu2vdqaVldHn94vg,2023-04-15T20:55:10Z,UCgx_iANJu2vdqaVldHn94vg,Adele - Someone Like You | Emotional Piano Cover,"This has been a recent project of mine to learn this song. There may still be more videos to come on this song, I just think it's a very plaintive, emotional song and I love playing it everytime. The song is Someone like you by Adele.
If you want to see more content like this make sure to leave a like and consider subscribing it would be greatly appreciated! Thank you everyone.

0:00 Intro
0:20 Verse
1:01 Pre-Chorus
1:17 CHORUS
1:52 Verse
2:19 Pre-Chorus
2:36 Chorus
3:10 Bridge
3:27 Final Chorus (Repeated twice)



#adele #someonelikeyou #piano",https://i.ytimg.com/vi/ZrpKJIu9g7E/default.jpg,120,90,https://i.ytimg.com/vi/ZrpKJIu9g7E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZrpKJIu9g7E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ZrpKJIu9g7E/sddefault.jpg,640,480,https://i.ytimg.com/vi/ZrpKJIu9g7E/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Adele - Someone Like You | Emotional Piano Cover,"This has been a recent project of mine to learn this song. There may still be more videos to come on this song, I just think it's a very plaintive, emotional song and I love playing it everytime. The song is Someone like you by Adele.
If you want to see more content like this make sure to leave a like and consider subscribing it would be greatly appreciated! Thank you everyone.

0:00 Intro
0:20 Verse
1:01 Pre-Chorus
1:17 CHORUS
1:52 Verse
2:19 Pre-Chorus
2:36 Chorus
3:10 Bridge
3:27 Final Chorus (Repeated twice)



#adele #someonelikeyou #piano",en-GB,326,20,0,8,"['tdunc piano', 'piano', 'piano cover', 'adele', 'someone like you', 'adele someone like you', 'adelevevo', 'official', 'video', 'music video', 'single', 'album', 'rolling in the deep', 'hello', 'skyfall', 'set fire to the rain', 'pop', 'Adele piano cover', 'someone like you piano', 'someone like you cover']",
youtube#video,6v2R1mg0MvRsAdzi-rV_TaNMY9g,mQ5IINbUyo0,UCgx_iANJu2vdqaVldHn94vg,2023-04-10T14:53:52Z,UCgx_iANJu2vdqaVldHn94vg,The Desert Theme - TDunc Piano (Original Composition),"This is an Original Composition which I have recently been working on, I am really proud of it and let me know what you think of it in the comments! That would be greatly appreciated. If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :) 

0:00 Preview
0:11 Introduction
1:16 Development
1:32 New section
2:07 Minor Version of Main idea
2:40 Modulation with Main idea
3:00 Modulation again (slow)

#Piano #composition",https://i.ytimg.com/vi/mQ5IINbUyo0/default.jpg,120,90,https://i.ytimg.com/vi/mQ5IINbUyo0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mQ5IINbUyo0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mQ5IINbUyo0/sddefault.jpg,640,480,https://i.ytimg.com/vi/mQ5IINbUyo0/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,The Desert Theme - TDunc Piano (Original Composition),"This is an Original Composition which I have recently been working on, I am really proud of it and let me know what you think of it in the comments! That would be greatly appreciated. If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :) 

0:00 Preview
0:11 Introduction
1:16 Development
1:32 New section
2:07 Minor Version of Main idea
2:40 Modulation with Main idea
3:00 Modulation again (slow)

#Piano #composition",en-GB,215,22,0,17,"['tdunc piano', 'piano', 'piano cover', 'original song', 'original composition', 'original comp', 'complex harmony', 'complicated harmony', 'film music', 'film piano', 'piano film music', 'insane piano', 'hard piano', 'desert', 'desert theme', 'theme song', 'theme', 'theme composition', 'the desert theme', 'hans zimmer', 'piano version', 'main theme']",
youtube#video,wyxopGFxaK7t3ty011g-lq4Lmpc,fuuRTNep2MI,UCgx_iANJu2vdqaVldHn94vg,2023-02-11T22:02:38Z,UCgx_iANJu2vdqaVldHn94vg,This song will NEVER get old! 🔥🎹#shorts,,https://i.ytimg.com/vi/fuuRTNep2MI/default.jpg,120,90,https://i.ytimg.com/vi/fuuRTNep2MI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fuuRTNep2MI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fuuRTNep2MI/sddefault.jpg,640,480,https://i.ytimg.com/vi/fuuRTNep2MI/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,This song will NEVER get old! 🔥🎹#shorts,,en-GB,1339,37,0,4,,
youtube#video,TLwca5aA_gLdOUEEm3R38pyz1y4,EUf5PihFYZg,UCgx_iANJu2vdqaVldHn94vg,2023-01-15T21:21:22Z,UCgx_iANJu2vdqaVldHn94vg,Kung Fu Panda EPIC THEME! 🎹🔥#shorts,"This is the the theme from Kung Fu panda, called 'Oogway Ascends.' I made a video on this a while ago but I am starting to pick it up again and hopefully  I can learn the whole song at some point:) If your new here consider subscribing it would be greatly appreciated, Thanks for all the support!!",https://i.ytimg.com/vi/EUf5PihFYZg/default.jpg,120,90,https://i.ytimg.com/vi/EUf5PihFYZg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EUf5PihFYZg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EUf5PihFYZg/sddefault.jpg,640,480,https://i.ytimg.com/vi/EUf5PihFYZg/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Kung Fu Panda EPIC THEME! 🎹🔥#shorts,"This is the the theme from Kung Fu panda, called 'Oogway Ascends.' I made a video on this a while ago but I am starting to pick it up again and hopefully  I can learn the whole song at some point:) If your new here consider subscribing it would be greatly appreciated, Thanks for all the support!!",en-GB,1944,49,0,6,"['kung fu panda', 'oogway', 'oogway ascends', 'piano', 'kung fu panda theme']",
youtube#video,Zdj65IPi5q1fWLzIHWPfr643c80,6OZt3425HII,UCgx_iANJu2vdqaVldHn94vg,2023-01-14T20:53:48Z,UCgx_iANJu2vdqaVldHn94vg,This song will ALWAYS hit different 🔥🎹#shorts,I posted a cover of this song ages ago but I still like to play it now and again. The chords used are C - G - D - Em and are very easy to improvise of off if you wanted chords for that. If your new here consider subscribing it would be greatly appreciated :) The song is called Let her go by Passenger,https://i.ytimg.com/vi/6OZt3425HII/default.jpg,120,90,https://i.ytimg.com/vi/6OZt3425HII/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6OZt3425HII/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6OZt3425HII/sddefault.jpg,640,480,https://i.ytimg.com/vi/6OZt3425HII/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,This song will ALWAYS hit different 🔥🎹#shorts,I posted a cover of this song ages ago but I still like to play it now and again. The chords used are C - G - D - Em and are very easy to improvise of off if you wanted chords for that. If your new here consider subscribing it would be greatly appreciated :) The song is called Let her go by Passenger,en-GB,2222,44,0,9,"['passenger', 'let her go', 'passenger let her go piano', 'hits different', 'sad piano', 'piano', 'sad music']",
youtube#video,p7tpskb-OG8JhXpgkW4cxP3LpP0,Czu2VZ9gK5w,UCgx_iANJu2vdqaVldHn94vg,2023-01-14T12:35:59Z,UCgx_iANJu2vdqaVldHn94vg,Epic Chord Sequence YOU can do right NOW 🎹🔥#Shorts,"Chord sequence: Cm - Ab - Eb - Bb/D


This is a progression which can be used in a variety of different contexts but I prefer to use this one in a dramatic setting :D I will make a long form video on my favourite chord progressions later on this year when I have time its very busy at the moment. If you enjoy these chord progressions and your new here consider subscribing it would be greatly appreciated :)",https://i.ytimg.com/vi/Czu2VZ9gK5w/default.jpg,120,90,https://i.ytimg.com/vi/Czu2VZ9gK5w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Czu2VZ9gK5w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Czu2VZ9gK5w/sddefault.jpg,640,480,https://i.ytimg.com/vi/Czu2VZ9gK5w/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Epic Chord Sequence YOU can do right NOW 🎹🔥#Shorts,"Chord sequence: Cm - Ab - Eb - Bb/D


This is a progression which can be used in a variety of different contexts but I prefer to use this one in a dramatic setting :D I will make a long form video on my favourite chord progressions later on this year when I have time its very busy at the moment. If you enjoy these chord progressions and your new here consider subscribing it would be greatly appreciated :)",en-GB,1435,50,0,3,"['chords', 'chord sequence', 'epic piano', 'piano chords', 'epic chords', 'chord progression', 'viral']",
youtube#video,GjxIFI6hSjR1BsE_clvJs3XcLRw,fPuzGEPvTWc,UCgx_iANJu2vdqaVldHn94vg,2022-11-16T18:32:19Z,UCgx_iANJu2vdqaVldHn94vg,I played How to Train your Dragon at School Talent show... *CRAZY REACTION*,"I played How to train your dragon at a school talent show! I have since been working a lot more on that piece and next year I will do an improved cover!
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Appreciate the support :)

Timestamps:
0:00 Romantic Flight
2:02 Test Drive

#httyd #patrikpietschmann",https://i.ytimg.com/vi/fPuzGEPvTWc/default.jpg,120,90,https://i.ytimg.com/vi/fPuzGEPvTWc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fPuzGEPvTWc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fPuzGEPvTWc/sddefault.jpg,640,480,https://i.ytimg.com/vi/fPuzGEPvTWc/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,I played How to Train your Dragon at School Talent show... *CRAZY REACTION*,"I played How to train your dragon at a school talent show! I have since been working a lot more on that piece and next year I will do an improved cover!
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Appreciate the support :)

Timestamps:
0:00 Romantic Flight
2:02 Test Drive

#httyd #patrikpietschmann",en-GB,25129,1525,0,123,"['tdunc piano', 'piano', 'piano cover', 'piano progress', 'progress on piano', 'learning piano', 'hardest piano cover', 'how to train your dragon', 'main theme', 'romantic flight', 'test drive', 'soundtrack', 'john powell', 'piano version', 'sheet music', 'patrik pietschmann', 'cover', 'day 2', 'httyd piano', 'how to train your dragon piano', 'trunc piano', 'john powell how to train your dragon', 'john powell test drive', 'talent show', 'show', 'concert', 'crowd', 'crazy reaction', 'playing at school talent show']",
youtube#video,gOkOv8iQukVr2xG-HNd5NQW2wN8,3Qq_AtCjRnI,UCgx_iANJu2vdqaVldHn94vg,2022-10-30T20:30:00Z,UCgx_iANJu2vdqaVldHn94vg,I Attempted Patrik Pietschmann's MOST Emotional Cover | Kung fu Panda,"This cover is one of the most sad theme songs I have ever listened to. 'Oogway Ascends' from Kung Fu Panda written by 2 of my favourite composers, Hans Zimmer and John Powell. This cover was arranged by Patrik Pietschmann so go check out his channel if you enjoy these arrangements.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Kung Fu Panda - Oogway Ascends (Piano Version)
Piano Version by Patrik Pietschmann





#kungfupanda #patrikpietschmann",https://i.ytimg.com/vi/3Qq_AtCjRnI/default.jpg,120,90,https://i.ytimg.com/vi/3Qq_AtCjRnI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3Qq_AtCjRnI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3Qq_AtCjRnI/sddefault.jpg,640,480,https://i.ytimg.com/vi/3Qq_AtCjRnI/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,I Attempted Patrik Pietschmann's MOST Emotional Cover | Kung fu Panda,"This cover is one of the most sad theme songs I have ever listened to. 'Oogway Ascends' from Kung Fu Panda written by 2 of my favourite composers, Hans Zimmer and John Powell. This cover was arranged by Patrik Pietschmann so go check out his channel if you enjoy these arrangements.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Kung Fu Panda - Oogway Ascends (Piano Version)
Piano Version by Patrik Pietschmann





#kungfupanda #patrikpietschmann",en-GB,1089,41,0,12,"['tdunc piano', 'piano', 'piano cover', 'kung fu panda', 'oogway ascends', 'soundtrack', 'hans zimmer', 'john powell', 'piano version', 'patrik pietschmann', 'main theme']",
youtube#video,wLNhdI1L3fyHm69gfKxbYQlzfxw,JKJqMTzmKz8,UCgx_iANJu2vdqaVldHn94vg,2022-10-25T14:30:03Z,UCgx_iANJu2vdqaVldHn94vg,Overwatch Main Theme | Arr. Patrik Pietschmann (The Ultimate Soundtrack),"I have been working on this cover for last few months and I wanted to keep you guys posted on my progress since it was been a while since my last upload. I will be learning some new songs before the end of the year! leave some suggestions in the comment section.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Check out the epic Original Soundtrack here… » 
http://playoverwatch.com/music

Songs Used:
Overture
Victory
The World Could Always Use More Heroes
Rally the Heroes
Prepare to Attack

Overwatch - Main Theme (Piano Version)
Piano Version by Patrik Pietschmann
0:00 Beginning
2:40 Main Theme (Favourite section)
4:15 Main Theme Finale (EPIC)

#overwatch #patrikpietschmann #pianocover",https://i.ytimg.com/vi/JKJqMTzmKz8/default.jpg,120,90,https://i.ytimg.com/vi/JKJqMTzmKz8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JKJqMTzmKz8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JKJqMTzmKz8/sddefault.jpg,640,480,https://i.ytimg.com/vi/JKJqMTzmKz8/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Overwatch Main Theme | Arr. Patrik Pietschmann (The Ultimate Soundtrack),"I have been working on this cover for last few months and I wanted to keep you guys posted on my progress since it was been a while since my last upload. I will be learning some new songs before the end of the year! leave some suggestions in the comment section.
If you want to see more content like this make sure to drop a like and consider subscribing it would be greatly appreciated! Thank you for the support :)

Check out the epic Original Soundtrack here… » 
http://playoverwatch.com/music

Songs Used:
Overture
Victory
The World Could Always Use More Heroes
Rally the Heroes
Prepare to Attack

Overwatch - Main Theme (Piano Version)
Piano Version by Patrik Pietschmann
0:00 Beginning
2:40 Main Theme (Favourite section)
4:15 Main Theme Finale (EPIC)

#overwatch #patrikpietschmann #pianocover",en-GB,605,38,0,13,"['tdunc piano', 'piano', 'piano cover', 'overwatch', 'main theme', 'medley', 'soundtrack', 'piano version', 'patrik pietschmann', 'victory', 'overture']",
youtube#video,Q3HosqLzVN2Ha7AIprY_w7RAza4,5JJzBv3GGHA,UCgx_iANJu2vdqaVldHn94vg,2022-09-15T11:08:22Z,UCgx_iANJu2vdqaVldHn94vg,Sad chords for a Sad day 🎹 #shorts,"these chords give a strong sense of nostalgia and sadness which I think is really powerful despite being simple harmony. I currently have a cold and it doesnt exactly feel great hence the title :)



#piano #chords",https://i.ytimg.com/vi/5JJzBv3GGHA/default.jpg,120,90,https://i.ytimg.com/vi/5JJzBv3GGHA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5JJzBv3GGHA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5JJzBv3GGHA/sddefault.jpg,640,480,https://i.ytimg.com/vi/5JJzBv3GGHA/maxresdefault.jpg,1280.0,720.0,TDunc Piano,10,none,Sad chords for a Sad day 🎹 #shorts,"these chords give a strong sense of nostalgia and sadness which I think is really powerful despite being simple harmony. I currently have a cold and it doesnt exactly feel great hence the title :)



#piano #chords",en-GB,964,29,0,4,"['easy chords', 'piano', 'guitar', 'simple chords', 'emotional chords', 'sad chords', 'piano chords']",
